,mrb,abp688,madam,ucbj,p943,gsk189254,megalpha,megbeta,megdelta,meggamma1,meggamma2,megtheta,megtimescale,myelinmap,thickness,flubatine,fallypride,sch23390,carfentanil,fmpepd2,lsn3172176,omar,gsk215083,cbf,cbv,cmr02,cmrglc,flb457,meancbf,altanserin,dasb,way100635,feobv,ly2795050,az10419369,cimbi36,cumi101,sb207145,flumazenil,fcgradient01
0,0.023358287940127398,2.4577569969704594,7.8071436511002865,3.3897571293943978,40.38313578186881,15.743891538609361,0.3400524,0.08843335,0.29846227,0.01699335,0.010219087,0.2458395,17.016552,1.3369327,2.804142,9.819168055776528,1.216651977945146,12.776331775674336,21.671598431943046,10.30581927091581,3.6646428705772287,1.2974106333186888,0.5328076095941009,5727.7773,4669.048,5198.233,6186.7485,0.9904544574850052,65.94243870368463,70.25935550511636,4.8587437,34.77528671087907,1.4423551706335451,2.970856153309467,19.901937,58.675255,37.068554,2.5770814,936.9698,1.0471396
1,0.038510072302242536,2.599037761829341,11.159278004368826,3.522977032471766,37.44402653039827,24.13710840256007,0.22447114,0.102405965,0.34322152,0.023948269,0.011138008,0.29481512,19.112844,1.1475273,2.6956377,10.394980592419788,0.8767660470257452,18.11063243915621,34.10301214612187,8.015143806833109,3.2958130628489055,1.414322821338941,0.40180654091034645,6243.641,5038.1533,4921.516,5875.5347,0.833071567574881,55.33141986577214,47.29395600238569,6.983108,29.23692479266663,1.7528552159577786,3.7224777851276056,19.499975,44.467213,33.89683,2.040007,795.3095,-1.7864094
2,-0.0062218392596551046,2.3348553365229083,7.928855101556248,3.1468143190709115,41.78573794364966,17.822483932987772,0.21113616,0.109451056,0.34109962,0.024472095,0.010818208,0.3030229,20.943914,1.3004534,2.7255926,10.99404781051359,0.62673390543586,11.102719770253074,24.997369887576554,9.360754220824584,3.3388528659827728,1.2925635043628867,0.41415590835493826,6228.869,4061.234,5265.722,7147.467,0.5468688165918916,63.47021408827518,57.87533379908542,3.687662,24.99693394994836,1.1549565687965302,2.976514348963911,23.95909,55.91224,27.697044,2.0350332,897.7008,4.12992
3,0.06719474551273177,2.400683171650362,10.389594689985914,3.9035080866726926,39.96016416314903,16.431198228171016,0.42350993,0.08618122,0.25799116,0.015949009,0.008025221,0.20834346,12.919626,1.518472,2.0968485,9.438646989199981,0.6997816683117571,14.786869273767142,6.0016313530233445,7.78805300617218,4.377765803229462,1.1495367955827096,0.5467460428430092,6571.9243,7563.858,5985.9673,7043.2593,0.44766376293385773,59.27158575394451,62.52178788055745,6.0357933,21.816322161373677,1.3191588111468497,2.545494410573252,22.475088,52.887188,18.253805,1.7610451,947.384,-4.3880835
4,-0.17169391574920811,2.216981386259404,11.416414779980347,2.418970262079561,10.08154212324676,14.084209465577672,0.28623238,0.08064298,0.35453674,0.022867654,0.016204976,0.23951523,25.899706,1.1804752,3.3871746,7.2666601160521145,1.0789097813299617,12.662821114272214,26.303360223701485,5.924976619000555,3.0462120165290187,1.318577714321617,0.1731146551832627,4855.802,4660.1167,3818.6506,4377.5845,0.788176187732783,36.320541132423614,51.66020711982481,9.050703,59.85673533416497,1.2423035684489805,2.3951933598418615,10.549328,30.015448,55.966454,2.2340229,727.8852,1.0565335
5,-0.043126023723743856,2.389436470607715,7.947399475785762,3.6782378657833625,24.340286833940084,15.457439917216178,0.32718322,0.08215187,0.32019183,0.02003534,0.013321135,0.23711663,19.902433,1.2934474,2.9080205,9.031299115452923,1.1331943249608396,15.283241110530351,20.34675478321284,7.738654350913474,3.4316777556679274,1.3354175092236715,0.3681389461912472,5512.9004,5158.1055,4968.618,5763.4326,1.045572538619033,46.700745569472275,65.68641264477061,5.2204394,41.80223398618367,1.201785432538767,2.5792201277799904,15.925478,51.836582,39.98226,2.2024813,879.2659,-1.7167373
6,-0.04615139597064518,2.4452390066471628,6.785570395514755,3.5883517326602354,39.9551930766382,14.545427181558534,0.3645721,0.09870575,0.2759982,0.017183794,0.008826787,0.23471335,13.034676,1.3046955,2.6242983,9.146538028119478,0.9733071138558684,11.754846712171387,19.844712774634303,9.61727967222685,3.615352205209145,1.337499688931371,0.350198960046922,5832.9053,4003.5784,5254.259,6679.0146,0.7591398067913327,63.733623502660045,56.77354833160149,3.727079,26.106662243517658,1.1520506050923014,2.7169915176842405,21.174137,57.74705,30.903883,2.5049767,912.99713,3.07425
7,-0.04581733027097306,2.4187765825649223,6.992804209693194,3.7714855137065566,27.1234507101577,15.267483104167393,0.30683604,0.08145816,0.33088323,0.021313908,0.015154821,0.24435386,22.049833,1.2152364,2.9820547,8.81951500606868,1.2819368625141438,13.123125371805925,23.76349274881702,8.185747390375514,3.8939840645830754,1.356737060399322,0.40868553302289323,5365.516,4919.887,4729.2954,5775.7183,1.3621373686065499,51.36070710543205,60.80858617195269,3.8491957,38.84902116906471,0.9921960155330617,2.7954303631898982,17.858364,58.59916,42.695477,2.6073456,877.0503,1.9826566
8,-0.07454662860034869,2.269404696685355,9.311410050241273,3.0915466666957903,29.717985722833916,15.52624247999446,0.31635636,0.09750405,0.3053003,0.022147855,0.012091637,0.24659981,16.6833,1.5035464,2.699083,8.846189709991876,0.6239803139178297,17.601355166728133,15.915516628962314,7.624794768359041,2.9762378687901045,1.1619125484084645,0.2827518115372134,6304.3555,6710.266,5325.3535,6791.2456,0.3450598587597437,62.7057340440181,53.848395999735494,4.8291335,25.095154145408657,1.363525467065581,2.507057423472133,14.559063,44.37087,21.52907,1.811782,802.4789,3.8157763
9,-0.015945045348121734,2.1915938193146416,7.396152375873304,3.3798140889091592,37.89482046935244,14.3925239019678,0.38426763,0.084231935,0.28483987,0.018414984,0.010764143,0.21748145,13.876792,1.4647508,2.3396974,8.556714863106823,0.6864869801083143,9.094840311135792,9.542710598181946,7.512618092558831,3.618372931367802,1.2347087376861245,0.29719417110943286,5679.252,5762.977,5267.967,6442.4736,0.5838700961379998,56.89278496414618,46.347378106125554,4.414098,17.976313038608648,1.0800309039694833,2.255576273604475,21.49095,52.903343,22.01042,1.8492934,931.1622,-2.9836636
